"10    1110N936DL  BDL           15     140     128     859"
"10    1408N101DA  BDL           24     138     141     859"
"11     286N903DL  BDL           10     135     130     859"
"11     300N114DL  BDL           15     138     132     859"
"11     422N607DL  BDL           18     137     136     859"
"11     776N984DL  BDL           15     141     140     859"
"11     869N906DL  BDL            9     138     130     859"
"11     942N614DL  BDL           16     135     135     859"
"11    1110N922DL  BDL           16     140     142     859"
"12     286N921DL  BDL           14     135     135     859"
"12     300N107DL  BDL           21     138     140     859"
"12     422N607DL  BDL           14     137     138     859"
"12     776N976DL  BDL           17     141     144     859"
"12     869N928DL  BDL           16     138     142     859"
"12     942N690DL  BDL           11     135     127     859"
"12    1110N958DL  BDL           17     140     141     859"
"13     286N905DL  BDL           10     135     120     859"
"13     300N102DA  BDL           13     138     128     859"
"13     422N683DA  BDL           13     137     125     859"
"13     776N986DL  BDL           26     141     141     859"
"13     869N920DE  BDL            9     138     124     859"
"13     942N605DL  BDL           12     135     126     859"
"13    1110N995DL  BDL           14     140     130     859"
"14     286N977DL  BDL           11     135     126     859"
"14     300N112DL  BDL           18     138     133     859"
"14     422N143DA  BDL           18     137     136     859"
"14     776N959DL  BDL           27     141     140     859"
"14     869N936DL  BDL           34     138     147     859"
"14     942N657DL  BDL           18     135     132     859"
"14    1110N914DL  BDL           24     140     144     859"
"15     286N919DL  BDL           11     135     127     859"
"15     300N634DL  BDL           18     138     133     859"
"15     422N686DA  BDL           12     137     125     859"
"15     776N912DL  BDL           27     141     146     859"
"15     869N976DL  BDL           12     138     125     859"
"15     942N178DZ  BDL           18     135     125     859"
"15    1110N982DL  BDL           23     140     136     859"
"16     286N908DL  BDL           14     135     122     859"
"16     422N656DL  BDL           15     137     130     859"
"16     776N977DL  BDL           10     141     124     859"
"16     869N907DL  BDL           22     138     132     859"
"16     942N610DL  BDL           21     135     127     859"
"16    1110N975DL  BDL           17     140     126     859"
"16    1408N672DL  BDL           20     138     131     859"
"17     286N901DE  BDL           14     135     134     859"
"17     422N683DA  BDL           15     137     132     859"
"17     776N918DL  BDL           25     141     146     859"
"17     869N905DL  BDL           12     138     130     859"
"17     942N675DL  BDL           16     135     132     859"
"17    1110N920DL  BDL           20     140     138     859"
"17    1408N110DL  BDL           13     138     131     859"
"18     286N939DL  BDL           14     135     132     859"
"18     300N113DA  BDL           17     138     137     859"
"18     422N627DL  BDL           18     137     133     859"
"18     776N986DL  BDL           24     141     146     859"
"18     869N954DL  BDL           27     138     149     859"
"18     942N661DN  BDL           27     135     149     859"
"18    1110N953DL  BDL           36     140     160     859"
"19     286N922DL  BDL           11     135     131     859"
"19     300N104DA  BDL           24     138     142     859"
"19     422N668DN  BDL           13     137     130     859"
"19     776N905DL  BDL           12     141     131     859"
"19     869N959DL  BDL           10     138     131     859"
"19     942N652DL  BDL           36     135     153     859"
"19    1110N924DL  BDL           17     140     140     859"
"20     286N908DL  BDL           12     135     137     859"
"20     300N109DL  BDL           21     138     139     859"
"20     422N602DL  BDL           10     137     131     859"
"20     776N920DE  BDL           25     141     146     859"
"20     869N661DN  BDL           11     138     130     859"
"20     942N667DN  BDL           19     135     139     859"
"20    1110N990DL  BDL           14     140     135     859"
"21     286N957DL  BDL            9     135     131     859"
"21     300N113DA  BDL           10     138     132     859"
"21     422N601DL  BDL           14     137     136     859"
"21     776N985DL  BDL           21     141     147     859"
"21     869N910DL  BDL           15     138     141     859"
"21     942N661DN  BDL           14     135     136     859"
"21    1110N932DL  BDL           19     140     141     859"
"22     286N978DL  BDL            9     135     137     859"
"22     300N104DA  BDL           12     138     138     859"
"22     422N112DL  BDL           19     137     148     859"
"22     776N952DL  BDL           24     141     156     859"
"22     869N962DL  BDL           22     138     154     859"
"22     942N683DA  BDL           22     135     147     859"
"22    1110N934DL  BDL           17     140     143     859"
"23     286N931DL  BDL           10     135     135     859"
"23     422N617DL  BDL            8     137     130     859"
"23     776N954DL  BDL           12     141     136     859"
"23     869N920DE  BDL           10     138     135     859"
"23     942N627DL  BDL           12     135     138     859"
"23    1110N905DL  BDL           20     140     152     859"
"23    1408N626DL  BDL           21     138     139     859"
"24     286N983DL  BDL           23     135     148     859"
"24     422N666DN  BDL           14     137     138     859"
"24     776N915DE  BDL           17     141     149     859"
"24     869N955DL  BDL           12     138     141     859"
"24     942N654DL  BDL           12     135     125     859"
"24    1110N937DL  BDL           16     140     128     859"
"24    1408N108DL  BDL           33     138     157     859"
"25     286N957DL  BDL           11     135     139     859"
"25     300N113DA  BDL           14     138     137     859"
"25     422N672DL  BDL           11     137     131     859"
"25     776N962DL  BDL           21     141     151     859"
"25     869N987DL  BDL           13     138     139     859"
"25     942N680DA  BDL           13     135     138     859"
"25    1110N906DL  BDL           19     140     142     859"
"26     286N911DL  BDL            9     135     134     859"
"26     300N109DL  BDL           16     138     140     859"
"26     422N692DL  BDL           13     137     140     859"
"26     776N961DL  BDL           17     141     146     859"
"26     869N907DL  BDL           12     138     135     859"
"26     942N641DL  BDL           15     135     138     859"
"26    1110N927DA  BDL           18     140     143     859"
"27     286N926DL  BDL           14     135     136     859"
"27     300N106DA  BDL           14     138     132     859"
"27     422N669DN  BDL           15     137     136     859"
"27     776N909DE  BDL           23     141     147     859"
"27     869N990DL  BDL            9     138     130     859"
"27     942N654DL  BDL           11     135     131     859"
"27    1110N913DL  BDL           17     140     138     859"
"28     286N963DL  BDL           13     135     139     859"
"28     300N657DL  BDL           18     138     139     859"
"28     422N120DL  BDL           25     137     146     859"
"28     776N924DL  BDL            9     141     130     859"
"28     869N966DL  BDL           19     138     147     859"
"28     942N683DA  BDL           28     135     151     859"
"28    1110N990DL  BDL           20     140     148     859"
"29     286N942DL  BDL           13     135     150     859"
"29     300N103DA  BDL           20     138     147     859"
"29     422N687DL  BDL           15     137     140     859"
"29     776N997DL  BDL           11     141     135     859"
"29     869N901DL  BDL           16     138     141     859"
"29     942N751AT  BDL           63     135     188     859"
"29    1110N926DL  BDL           39     140     162     859"
"30     286N941DL  BDL            1     135     126     859"
"30     422N676DL  BDL           21     137     142     859"
"30     776N913DL  BDL           24     141     148     859"
"30     869N912DL  BDL           11     138     132     859"
"30     942N652DL  BDL           15     135     135     859"
"30    1110N916DL  BDL           27     140     159     859"
"30    1408N110DL  BDL           14     138     137     859"
"31     286N977DL  BDL           12     135     133     859"
"31     422N641DL  BDL           14     137     131     859"
"31     776N969DL  BDL           37     141     156     859"
"31     869N943DL  BDL           10     138     124     859"
"31     942N624DL  BDL           13     135     127     859"
"31    1110N945DL  BDL           16     140     135     859"
"31    1408N659DL  BDL           24     138     142     859"
"1     291N927DA  BHM           25      63      59     132"
"1     870N980DL  BHM           52      61      83     132"
"1    1134N236WA  BHM           21      51      51     132"
"1    1177N398DA  BHM           31      58      63     132"
"1    1631N930DL  BHM           24      52      52     132"
"1    1635N312DL  BHM           26      49      55     132"
"1    1673N988DL  BHM           24      48      52     132"
"1    1861N376DL  BHM           21      49      51     132"
"2     870N908DE  BHM           22      61      51     132"
"2    1134N307DL  BHM           23      51      53     132"
"2    1177N3736C  BHM           23      58      54     132"
"2    1631N969DL  BHM           26      52      54     132"
"2    1673N920DE  BHM           20      48      49     132"
"2    1861N334DL  BHM           20      49      51     132"
"3     291N976DL  BHM           44      63      76     132"
"3     870N912DE  BHM           27      61      64     132"
"3    1134N310DA  BHM           18      51      49     132"
"3    1177N3730B  BHM           32      58      65     132"
"3    1631N959DL  BHM           21      52      49     132"
"3    1635N380DL  BHM           23      49      56     132"
"3    1673N980DL  BHM           23      48      53     132"
"3    1861N378DL  BHM           39      49      71     132"
"4     291N969DL  BHM           29      63      59     132"
"4     870N900DE  BHM           19      61      47     132"
"4    1134N245WA  BHM           20      51      49     132"
"4    1177N3734B  BHM           22      58      53     132"
"4    1631N988DL  BHM           27      52      57     132"
"4    1635N379DL  BHM           14      49      41     132"
"4    1673N963DL  BHM           20      48      49     132"
"4    1861N324DL  BHM           26      49      57     132"
"5     291N945DL  BHM           26      63      57     132"
"5     870N922DL  BHM           34      61      63     132"
"5    1134N317DL  BHM           25      51      52     132"
